"year","no_of_transaction","total_qty","total_revenue_usd"
"2016-08-19 16:32:24","16","3033","18285.93"
"2016-08-19 15:35:27","11","4564","24961.87"
"2016-08-19 14:28:30","14","6175","32937.93"
"2016-08-19 13:39:46","13","6126","32226.37"
"2016-08-19 12:41:37","14","5393","29151.21"
"2016-08-19 11:48:13","49","29101","200174.66"
"2016-08-19 11:13:04","11","4920","26339.70"
"2016-08-19 10:23:58","23","6617","46208.37"
"2016-08-19 07:00:28","12","5831","36294.27"
"2016-08-19 04:59:29","4","5127","38741.81"
"2016-08-19 04:33:16","35","15177","83419.38"
"2016-08-19 03:34:16","12","5831","36294.27"
"2016-08-18 20:35:13","7","3575","22961.03"
"2016-08-18 20:33:28","12","7119","49162.70"
"2016-08-18 17:51:08","9","3593","20277.57"
"2016-08-18 16:02:29","18","9446","56162.34"
"2016-08-18 11:05:26","7","3575","22961.03"
"2016-08-18 10:18:52","62","24538","137227.88"
"2016-08-18 10:10:07","27","6258","38648.01"
"2016-08-18 09:49:10","12","8582","57130.53"
"2016-08-18 09:37:38","10","5233","34839.82"
"2016-08-18 08:58:27","9","3990","22100.01"
"2016-08-18 08:06:35","24","16024","105115.44"
"2016-08-18 07:43:50","35","19596","131173.41"
"2016-08-18 05:45:11","9","3593","20277.57"
"2016-08-18 03:40:04","24","16024","105115.44"
"2016-08-18 02:15:59","56","24182","135822.85"
"2016-08-17 21:33:18","13","4734","25526.30"
"2016-08-17 19:38:18","16","8832","59727.21"
"2016-08-17 15:12:50","8","5759","37653.96"
"2016-08-17 12:47:14","13","5808","30708.92"
"2016-08-17 10:57:27","13","6448","38469.65"
"2016-08-17 06:59:56","67","40904","281018.36"
"2016-08-17 04:53:26","23","8419","45557.51"
"2016-08-17 04:50:23","16","12214","81697.27"
"2016-08-17 04:08:44","2","1430","9339.20"
"2016-08-17 01:52:29","9","5794","37465.37"
"2016-08-17 01:17:34","12","7035","48578.16"
"2016-08-16 22:41:57","10","5233","34839.82"
"2016-08-16 22:01:23","13","4721","25765.17"
"2016-08-16 19:02:09","13","4721","25765.17"
"2016-08-16 16:48:45","27","11746","64536.17"
"2016-08-16 16:46:56","23","9285","49930.29"
"2016-08-16 16:20:54","18","10985","66381.57"
"2016-08-16 16:05:49","56","24182","135822.85"
"2016-08-16 15:47:10","15","10358","65091.39"
"2016-08-16 14:33:30","3","1493","9914.23"
"2016-08-16 14:01:15","27","11746","64536.17"
"2016-08-16 12:39:19","31","17836","118867.17"
"2016-08-16 10:30:47","23","6617","46208.37"
"2016-08-16 09:33:40","53","24215","135517.95"
"2016-08-16 06:13:41","27","14896","101553.15"
"2016-08-16 06:05:55","3","1493","9914.23"
"2016-08-16 05:20:16","12","8582","57130.53"
"2016-08-16 04:30:19","12","5194","27733.33"
"2016-08-16 04:01:09","8","14806","110027.29"
"2016-08-16 01:26:28","15","10031","66812.24"
"2016-08-16 00:57:58","10","3810","20767.15"
"2016-08-15 23:28:31","28","12723","67459.65"
"2016-08-15 21:21:56","6","2929","15578.40"
"2016-08-15 21:03:04","25","12011","80328.56"
"2016-08-15 21:01:54","14","6175","32937.93"
"2016-08-15 20:28:40","42","7799","47417.76"
"2016-08-15 20:02:37","19","9539","51477.19"
"2016-08-15 18:53:54","12","7119","49162.70"
"2016-08-15 14:58:46","18","5000","33982.78"
"2016-08-15 12:14:30","23","9285","49930.29"
"2016-08-15 10:09:30","18","10985","66381.57"
"2016-08-15 09:09:43","21","6965","38204.46"
"2016-08-15 06:49:31","66","39863","272672.84"
"2016-08-15 05:18:42","21","8842","47487.78"
"2016-08-15 04:18:18","29","17538","119173.59"
"2016-08-15 03:42:42","18","5000","33982.78"
"2016-08-15 02:20:04","28","12723","67459.65"
"2016-08-15 01:42:44","17","5915","32044.55"
"2016-08-15 00:02:39","14","5393","29151.21"
"2016-08-14 23:53:33","19","9539","51477.19"
"2016-08-14 21:09:35","30","21964","139015.09"
"2016-08-14 16:33:12","23","4400","27558.30"
"2016-08-14 15:41:44","29","16806","112176.03"
"2016-08-14 15:30:51","14","6476","36218.43"
"2016-08-14 11:51:54","58","24116","163887.39"
"2016-08-14 10:31:05","7","2977","15782.23"
"2016-08-14 08:53:07","7","2977","15782.23"
"2016-08-14 08:36:21","16","9674","65958.07"
"2016-08-14 08:07:43","57","27248","153015.87"
"2016-08-14 07:33:17","68","40535","278575.64"
"2016-08-14 04:32:02","7","4015","27074.63"
"2016-08-14 00:00:19","10","4536","25107.81"
"2016-08-13 23:43:28","27","6288","42065.82"
"2016-08-13 20:27:33","27","17563","115376.17"
"2016-08-13 18:44:56","9","3870","20240.66"
"2016-08-13 18:10:42","35","15177","83419.38"
"2016-08-13 17:47:23","9","3711","19218.88"
"2016-08-13 16:32:54","21","8585","47645.86"
"2016-08-13 15:13:42","10","3835","20257.43"
"2016-08-13 14:05:46","20","9333","49975.93"
"2016-08-13 13:40:58","17","11480","76630.92"
"2016-08-13 12:01:15","50","25343","140046.68"
"2016-08-13 11:13:21","50","25343","140046.68"
"2016-08-13 08:52:40","8","4687","31273.02"
"2016-08-13 08:24:31","62","56410","382873.30"
"2016-08-13 07:09:31","35","15177","83419.38"
"2016-08-13 05:06:35","8","4687","31273.02"
"2016-08-13 03:48:19","53","24215","135517.95"
"2016-08-13 02:13:29","11","2444","15727.19"
"2016-08-13 00:51:41","37","22902","154811.43"
"2016-08-13 00:47:06","65","39187","269155.34"
"2016-08-13 00:26:56","3","1646","10667.46"
"2016-08-12 22:19:19","33","13464","72788.52"
"2016-08-12 21:23:35","19","8437","45873.47"
"2016-08-12 17:18:56","16","9674","65958.07"
"2016-08-12 16:50:30","22","14081","94725.92"
"2016-08-12 14:22:49","20","8003","42881.21"
"2016-08-12 13:36:50","61","23973","130917.00"
"2016-08-12 09:31:22","28","18924","124014.87"
"2016-08-12 09:30:46","41","26597","185463.76"
"2016-08-12 09:10:01","11","3778","19882.16"
"2016-08-12 08:38:40","13","5808","30708.92"
"2016-08-12 06:42:48","40","15469","84768.94"
"2016-08-11 22:31:38","6","3498","19975.91"
"2016-08-11 20:55:33","51","23299","125968.04"
"2016-08-11 19:33:58","56","22852","126898.91"
"2016-08-11 19:28:46","61","24119","132868.82"
"2016-08-11 13:50:31","13","4721","25765.17"
"2016-08-11 11:45:57","43","8276","51647.76"
"2016-08-11 05:32:11","15","9469","62504.05"
"2016-08-11 03:34:58","58","28452","160051.04"
"2016-08-11 02:35:12","13","2379","15454.01"
"2016-08-11 01:55:21","11","4177","22266.77"
"2016-08-11 00:29:27","19","11294","77628.11"
"2016-08-10 23:45:07","13","6728","46725.41"
"2016-08-10 23:26:08","7","2888","15716.26"
"2016-08-10 17:25:11","20","8003","42881.21"
"2016-08-10 17:16:20","13","7434","52020.60"
"2016-08-10 17:10:28","11","8963","56644.60"
"2016-08-10 16:09:09","8","5182","33028.08"
"2016-08-10 16:02:01","15","5153","28296.53"
"2016-08-10 10:58:26","7","2888","15716.26"
"2016-08-10 10:48:25","4","553","3253.04"
"2016-08-10 10:01:12","41","26597","185463.76"
"2016-08-10 07:16:30","8","5182","33028.08"
"2016-08-10 06:09:54","11","8963","56644.60"
"2016-08-10 05:04:30","19","9539","51477.19"
"2016-08-10 02:19:04","63","21706","118879.76"
"2016-08-10 00:08:43","12","7943","50888.03"
"2016-08-09 21:40:37","31","13364","72875.84"
"2016-08-09 19:33:26","11","4920","26339.70"
"2016-08-09 15:11:39","66","49246","345618.59"
"2016-08-09 11:14:02","10","3979","22484.81"
"2016-08-09 09:20:23","42","24507","167717.40"
"2016-08-09 06:42:11","16","3033","18285.93"
"2016-08-09 06:10:47","71","42358","291047.25"
"2016-08-09 04:32:04","25","13148","88946.14"
"2016-08-09 03:48:45","51","34627","237781.30"
"2016-08-09 02:57:37","23","4400","27558.30"
"2016-08-08 20:54:06","65","24655","137600.67"
"2016-08-08 18:33:26","12","6148","40607.07"
"2016-08-08 17:21:56","17","10798","75600.49"
"2016-08-08 16:33:04","15","5153","28296.53"
"2016-08-08 15:54:44","49","21791","122957.11"
"2016-08-08 15:41:17","15","9207","61255.50"
"2016-08-08 14:34:10","2","1492","9743.13"
"2016-08-08 14:28:53","60","23956","130893.51"
"2016-08-08 12:49:27","24","9805","54114.02"
"2016-08-08 10:37:59","1","164","859.64"
"2016-08-08 08:02:04","25","19190","123847.32"
"2016-08-08 06:04:28","40","24120","127671.94"
"2016-08-08 01:27:03","60","23956","130893.51"
"2016-08-08 00:52:35","60","23956","130893.51"
"2016-08-07 23:50:35","58","24948","138323.59"
"2016-08-07 23:43:54","9","8707","63743.89"
"2016-08-07 23:20:47","23","9789","54792.72"
"2016-08-07 22:52:54","61","35750","241711.25"
"2016-08-07 21:35:53","21","8585","47645.86"
"2016-08-07 16:52:09","9","8707","63743.89"
"2016-08-07 16:44:45","58","24155","135924.15"
"2016-08-07 16:29:31","20","8003","42881.21"
"2016-08-07 16:14:36","9","5661","36982.12"
"2016-08-07 16:09:36","12","5194","27733.33"
"2016-08-07 15:44:31","9","3785","25198.55"
"2016-08-07 15:28:59","11","2087","13282.42"
"2016-08-07 14:11:40","31","17836","118867.17"
"2016-08-07 11:21:18","23","9789","54792.72"
"2016-08-07 11:06:18","60","23956","130893.51"
"2016-08-07 10:15:21","21","8842","47487.78"
"2016-08-07 09:57:25","12","6065","38851.15"
"2016-08-07 02:53:19","23","22841","167271.80"
"2016-08-07 02:38:52","46","17788","96376.94"
"2016-08-07 00:51:27","15","9469","62504.05"
"2016-08-07 00:34:18","15","9469","62504.05"
"2016-08-06 23:51:00","68","40412","275288.30"
"2016-08-06 23:29:02","57","22177","119965.08"
"2016-08-06 23:06:56","13","7434","52020.60"
"2016-08-06 21:34:22","23","8419","45557.51"
"2016-08-06 21:33:12","4","2633","16923.55"
"2016-08-06 19:49:59","8","5759","37653.96"
"2016-08-06 17:54:26","4","2633","16923.55"
"2016-08-06 15:04:48","10","3979","22484.81"
"2016-08-06 11:21:51","20","6984","37796.28"
"2016-08-06 10:04:40","8","5759","37653.96"
"2016-08-06 09:18:54","43","16849","94684.25"
"2016-08-06 06:06:22","10","3835","20257.43"
"2016-08-06 03:43:14","61","23973","130917.00"
"2016-08-06 02:14:30","9","3990","22100.01"
"2016-08-06 01:58:05","9","4205","22681.17"
"2016-08-06 01:26:53","22","14081","94725.92"
"2016-08-06 01:17:51","10","5338","35961.76"
"2016-08-05 23:37:21","24","9805","54114.02"
"2016-08-05 22:15:03","13","6728","46725.41"
"2016-08-05 17:41:28","21","8585","47645.86"
"2016-08-05 16:15:39","17","11480","76630.92"
"2016-08-05 13:56:21","23","9285","49930.29"
"2016-08-05 07:54:12","58","27235","147599.56"
"2016-08-05 05:17:17","25","13148","88946.14"
"2016-08-05 04:09:12","37","20761","135730.44"
"2016-08-05 03:49:03","7","4015","27074.63"
"2016-08-05 03:09:55","65","36603","244695.99"
"2016-08-05 01:57:33","10","2063","13507.23"
"2016-08-05 01:32:00","10","2063","13507.23"
"2016-08-04 22:59:47","10","5169","34675.03"
"2016-08-04 21:41:01","8","3121","21692.01"
"2016-08-04 21:39:50","57","27248","153015.87"
"2016-08-04 21:06:52","8","3121","21692.01"
"2016-08-04 20:16:27","19","11294","77628.11"
"2016-08-04 16:37:24","61","35358","238962.47"
"2016-08-04 16:10:28","30","21964","139015.09"
"2016-08-04 14:11:22","66","43730","300694.79"
"2016-08-04 11:00:30","30","18186","120523.91"
"2016-08-04 10:30:59","10","5169","34675.03"
"2016-08-04 09:27:35","17","9622","64251.56"
"2016-08-04 01:02:36","11","4564","24961.87"
"2016-08-04 00:01:02","32","14894","86362.70"
"2016-08-03 22:36:12","27","18427","131318.64"
"2016-08-03 19:51:23","16","12396","81700.33"
"2016-08-03 19:15:52","62","34581","234225.65"
"2016-08-03 12:35:29","12","5831","36294.27"
"2016-08-03 11:21:41","57","33190","205886.97"
"2016-08-03 07:43:43","49","21791","122957.11"
"2016-08-03 07:42:06","12","8582","57130.53"
"2016-08-03 04:28:44","9","4034","22734.13"
"2016-08-03 02:31:14","9","4034","22734.13"
"2016-08-02 23:10:50","31","20795","134039.25"
"2016-08-02 20:12:08","31","13364","72875.84"
"2016-08-02 19:53:36","58","24116","163887.39"
"2016-08-02 19:48:31","9","4120","21937.08"
"2016-08-02 17:22:52","9","4120","21937.08"
"2016-08-02 16:15:44","60","39570","253635.75"
"2016-08-02 15:29:23","65","24655","137600.67"
"2016-08-02 11:28:27","14","6476","36218.43"
"2016-08-02 09:46:48","19","8437","45873.47"
"2016-08-02 07:54:32","14","9032","59086.76"
"2016-08-02 07:08:00","25","14397","96593.53"
"2016-08-02 06:11:39","60","47506","326819.48"
"2016-08-02 05:20:09","14","6366","33673.86"
"2016-08-02 04:10:39","13","6448","38469.65"
"2016-08-02 00:49:14","13","33156","255319.18"
"2016-08-02 00:48:31","50","40833","293861.14"
"2016-08-02 00:30:09","11","10030","67439.95"
"2016-08-01 23:37:03","14","5393","29151.21"
"2016-08-01 23:33:35","62","24538","137227.88"
"2016-08-01 22:54:32","27","18427","131318.64"
"2016-08-01 20:36:38","18","10666","69479.06"
"2016-08-01 20:06:03","11","6738","45967.25"
"2016-08-01 17:32:47","19","9524","59946.40"
"2016-08-01 15:05:23","60","28629","163579.18"
"2016-08-01 14:38:58","25","14929","96779.18"
"2016-08-01 11:48:15","20","9824","64604.00"
"2016-08-01 09:32:40","13","4734","25526.30"
"2016-08-01 09:08:13","13","6448","38469.65"
"2016-08-01 08:58:18","11","6738","45967.25"
"2016-08-01 08:20:31","29","11430","60936.18"
"2016-08-01 08:08:23","24","8110","43692.29"
"2016-08-01 06:35:12","9","3711","19218.88"
"2016-08-01 05:56:00","40","15469","84768.94"
"2016-08-01 03:04:30","24","8110","43692.29"
"2016-07-31 21:08:16","17","9622","64251.56"
"2016-07-31 20:41:18","12","9429","61561.44"
"2016-07-31 18:34:39","6","3498","19975.91"
"2016-07-31 16:41:37","29","12331","67909.96"
"2016-07-31 16:06:58","2","1430","9339.20"
"2016-07-31 16:04:24","40","23129","157782.52"
"2016-07-31 11:29:28","51","21887","116165.15"
"2016-07-31 10:23:59","12","6148","40607.07"
"2016-07-31 10:04:55","25","14397","96593.53"
"2016-07-31 09:51:57","11","4920","26339.70"
"2016-07-31 04:53:52","2","1430","9339.20"
"2016-07-31 01:12:42","12","9429","61561.44"
"2016-07-31 01:06:54","58","27235","147599.56"
"2016-07-30 22:36:54","9","5794","37465.37"
"2016-07-30 22:14:45","9","5794","37465.37"
"2016-07-30 19:09:49","8","14806","110027.29"
"2016-07-30 16:09:25","61","35750","241711.25"
"2016-07-30 15:49:30","62","24538","137227.88"
"2016-07-30 15:46:13","37","21024","117862.77"
"2016-07-30 15:12:48","6","2929","15578.40"
"2016-07-30 14:35:54","14","11214","75110.81"
"2016-07-30 11:03:15","14","11214","75110.81"
"2016-07-30 10:09:33","55","31887","217473.85"
"2016-07-30 08:18:54","23","9789","54792.72"
"2016-07-30 03:06:26","28","18924","124014.87"
"2016-07-30 02:01:30","17","10798","75600.49"
"2016-07-29 22:44:37","43","16849","94684.25"
"2016-07-29 19:46:23","13","2244","14629.16"
"2016-07-29 18:35:48","25","19190","123847.32"
"2016-07-29 13:17:17","7","5306","35759.70"
"2016-07-29 12:57:03","1","164","859.64"
"2016-07-29 10:47:11","20","12296","82013.05"
"2016-07-29 09:36:36","6","3498","19975.91"
"2016-07-29 08:21:30","71","42358","291047.25"
"2016-07-29 08:14:49","58","34963","235051.07"
"2016-07-29 07:57:49","25","12011","80328.56"
"2016-07-29 06:30:08","56","24182","135822.85"
"2016-07-29 04:58:10","43","28601","188457.46"
"2016-07-29 04:24:32","20","7613","41161.06"
"2016-07-29 02:43:45","67","40904","281018.36"
"2016-07-29 00:38:00","20","6984","37796.28"
"2016-07-28 23:45:25","16","8832","59727.21"
"2016-07-28 22:48:18","23","8419","45557.51"
"2016-07-28 22:20:49","37","22902","154811.43"
"2016-07-28 22:04:25","57","22552","123503.18"
"2016-07-28 18:36:27","4","2633","16923.55"
"2016-07-28 16:46:34","58","24155","135924.15"
"2016-07-28 16:26:17","27","11746","64536.17"
"2016-07-28 14:20:21","46","17788","96376.94"
"2016-07-28 13:52:12","12","10221","73833.01"
"2016-07-28 12:11:24","6","748","3927.05"
"2016-07-28 09:49:28","12","7943","50888.03"
"2016-07-28 08:12:24","3","1646","10667.46"
"2016-07-28 07:35:05","18","5000","33982.78"
"2016-07-28 06:49:58","12","7943","50888.03"
"2016-07-28 02:58:25","21","6965","38204.46"
"2016-07-28 02:17:02","11","3778","19882.16"
"2016-07-28 01:14:10","40","24120","127671.94"
"2016-07-27 22:01:00","38","21165","143471.26"
"2016-07-27 21:06:18","49","21791","122957.11"
"2016-07-27 16:27:00","36","17917","107142.63"
"2016-07-27 14:39:06","11","6076","41242.06"
"2016-07-27 13:26:10","23","14424","99125.76"
"2016-07-27 12:21:51","12","6148","40607.07"
"2016-07-27 07:56:53","20","9333","49975.93"
"2016-07-27 07:49:13","28","19747","127945.10"
"2016-07-27 05:44:24","21","6965","38204.46"
"2016-07-27 02:41:28","13","6126","32226.37"
"2016-07-27 02:16:43","20","9333","49975.93"
"2016-07-27 02:16:12","43","27077","179761.43"
"2016-07-27 01:42:23","12","10221","73833.01"
"2016-07-26 21:51:45","13","2379","15454.01"
"2016-07-26 21:08:52","28","18924","124014.87"
"2016-07-26 17:37:02","25","14382","98474.44"
"2016-07-26 12:06:57","19","11636","79488.37"
"2016-07-26 11:29:09","28","18924","124014.87"
"2016-07-26 10:30:55","25","19190","123847.32"
"2016-07-26 10:11:15","28","12723","67459.65"
"2016-07-26 06:40:01","12","5194","27733.33"
"2016-07-26 00:29:26","27","11746","64536.17"
"2016-07-25 22:33:03","11","4177","22266.77"
"2016-07-25 21:25:13","57","24087","130964.11"
"2016-07-25 19:32:56","15","5153","28296.53"
"2016-07-25 16:00:14","57","33190","205886.97"
"2016-07-25 15:58:40","58","24155","135924.15"
"2016-07-25 13:56:39","59","28107","153705.10"
"2016-07-25 12:35:24","60","28629","163579.18"
"2016-07-25 10:35:29","9","3549","18491.51"
"2016-07-25 08:23:08","18","10985","66381.57"
"2016-07-25 08:20:36","10","3979","22484.81"
"2016-07-25 06:32:49","18","10930","75130.50"
"2016-07-25 04:38:13","12","8257","56179.21"
"2016-07-25 04:26:36","16","3298","19963.61"
"2016-07-25 03:54:55","24","4795","28012.07"
"2016-07-24 23:47:52","60","28629","163579.18"
"2016-07-24 20:46:48","10","3810","20767.15"
"2016-07-24 19:22:04","19","8437","45873.47"
"2016-07-24 18:52:24","61","23973","130917.00"
"2016-07-24 12:28:01","15","5153","28296.53"
"2016-07-24 11:35:03","25","14929","96779.18"
"2016-07-24 10:23:31","65","39187","269155.34"
"2016-07-24 06:09:57","15","10358","65091.39"
"2016-07-24 02:11:18","23","22841","167271.80"
"2016-07-24 01:56:04","30","21716","144865.83"
"2016-07-24 01:53:37","16","3298","19963.61"
"2016-07-24 01:27:41","21","8585","47645.86"
"2016-07-23 23:59:43","51","34627","237781.30"
"2016-07-23 23:32:07","3","1646","10667.46"
"2016-07-23 23:30:54","14","11214","75110.81"
"2016-07-23 21:01:51","51","34627","237781.30"
"2016-07-23 19:11:56","9","3549","18491.51"
"2016-07-23 17:00:54","11","5292","30083.18"
"2016-07-23 16:35:01","56","44750","231856.98"
"2016-07-23 15:53:30","24","10477","55883.55"
"2016-07-23 14:04:35","28","12723","67459.65"
"2016-07-23 08:31:07","24","16024","105115.44"
"2016-07-23 08:14:14","38","21165","143471.26"
"2016-07-23 07:48:29","29","11430","60936.18"
"2016-07-23 06:09:17","24","8110","43692.29"
"2016-07-23 05:50:30","37","22902","154811.43"
"2016-07-23 03:52:44","65","36887","251299.77"
"2016-07-23 03:36:30","15","9469","62504.05"
"2016-07-23 02:43:59","14","6476","36218.43"
"2016-07-22 23:55:25","18","10930","75130.50"
"2016-07-22 23:23:29","11","2087","13282.42"
"2016-07-22 21:27:53","66","49246","345618.59"
"2016-07-22 20:13:18","29","17538","119173.59"
"2016-07-22 19:51:52","35","15177","83419.38"
"2016-07-22 18:05:11","12","6065","38851.15"
"2016-07-22 17:02:07","15","10358","65091.39"
"2016-07-22 13:46:23","12","8582","57130.53"
"2016-07-22 12:30:31","12","8582","57130.53"
